candidate_idx,conversation_id,message_count,duration_minutes,flags,dialogue_text,primary_intent,escalation_needed,escalation_rationale,evidence_notes,ambiguity_notes
178,506112,8,333.8,Clean; Branching,"[Turn 0 | CUSTOMER | @236107 | 2017-12-01 19:07:15] (root):
@Tesco thanks to #tescodriffield for closing your toilets, made the night really stress free for the families out for the lights switching on. Every little helps as you say and conveniently closing your conveniences was awesome.

[Turn 1 | TESCO | @Tesco | 2017-12-01 21:00:33] (in reply to 506112):
@236107 Hi there, thank you for contacting us today. I have spoke with my colleague at the store, they have let me know that the customer toilets were in fact locked tonight.1/3

[Turn 2 | TESCO | @Tesco | 2017-12-01 21:00:35] (in reply to 506112):
@236107 The store manager made the decision to close as Children 20-30 kids at one time were coming into the store toilets and running riot. They let me know the key is available on request from the Customer Service Desk. 2/3

[Turn 3 | TESCO | @Tesco | 2017-12-01 21:00:37] (in reply to 506112):
@236107 I am sorry for any inconvenience caused. If you need anything else please let me know. Ty, Andy 3/3

[Turn 4 | CUSTOMER | @236107 | 2017-12-01 21:04:31] (in reply to 506110):
@Tesco Perhaps a key was available upon request but that information wasn't being relayed to the people being turned away. So maybe there was a key available but no customers were being made aware. Convenient convenience story!

[Turn 5 | TESCO | @Tesco | 2017-12-01 21:48:55] (in reply to 506111):
@236107 Hi there, thanks for getting back to us. Were you turned away by a colleague during your visit? Could you DM us to describe them? TY - George

[Turn 6 | CUSTOMER | @236107 | 2017-12-01 21:54:33] (in reply to 506113):
@Tesco It was the person who would normally be on the main entrance, 'security guard' I guess you might call them. There might've been youths about, maybe the were causing trouble, but I'm a father with a 5 yr who was desperate for the toilet.

[Turn 7 | TESCO | @Tesco | 2017-12-02 00:41:00] (in reply to 506114):
@236107 I'm sorry to hear this. I would like to register your comments for you. Can you DM your full name and address? TY - Jayne https://t.co/py5Z991Bme",store_experience_and_staff,escalate,requires_pii_or_dm,"Store: Driffield; toilets locked, security guard conduct",
179,632052,8,65.3,Clean,"[Turn 0 | CUSTOMER | @269808 | 2017-11-22 15:44:53] (root):
@Tesco shouldn’t that be ‘fewer’? #English #language #grammarnazi https://t.co/sJ1ymg6Oyv

[Turn 1 | TESCO | @Tesco | 2017-11-22 16:14:44] (in reply to 632052):
@269808 Hi Nick, sorry can you elaborate where you think fewer should be? I can log your feedback, back to our suppliers? Thank you - Brooke

[Turn 2 | CUSTOMER | @269808 | 2017-11-22 16:15:12] (in reply to 632051):
@Tesco ‘Fewer than 100 calories’

[Turn 3 | TESCO | @Tesco | 2017-11-22 16:21:18] (in reply to 632047):
@269808 Hi Nick, are you referring to the "" less than 100 calories per bag? If you look at the guidelines  at the bottom of the pack you will see 90 calories. This is as far as I can see on the picture you have provided. Ty, Andy

[Turn 4 | CUSTOMER | @269808 | 2017-11-22 16:27:33] (in reply to 632045):
@Tesco Yes. The issue is that 'less than 100 calories' is bad grammar, it should be 'fewer than 100 calories' as far as I know. The fact that there are 90 calories is irrelevant! https://t.co/mMqru7dxQy

[Turn 5 | TESCO | @Tesco | 2017-11-22 16:38:45] (in reply to 632046):
@269808 Hi Nick. Sorry for the confusion there. I totally agree ""less than"" is incorrect. Perhaps ""Under 100 calories"" would be another option. Can you just send me the bar code for the item? That way I can get this logged. Thanks - Cameron

[Turn 6 | CUSTOMER | @269808 | 2017-11-22 16:40:41] (in reply to 632048):
@Tesco Thanks! https://t.co/XuXITFESYi

[Turn 7 | TESCO | @Tesco | 2017-11-22 16:50:09] (in reply to 632049):
@269808 Thanks, Nick! :) Have a good evening. - Aisha",general_feedback_and_chitchat,do_not_escalate,none,Grammar feedback on packaging (fewer vs less),
180,1119447,9,429.9,Clean; Branching,"[Turn 0 | CUSTOMER | @384128 | 2017-10-15 08:05:27] (root):
You had one Job!! @Tesco 5+4=9 #short changed #plusihadtobuya10pbag https://t.co/SMFGfuM0aI

[Turn 1 | TESCO | @Tesco | 2017-10-15 11:14:37] (in reply to 1119447):
@384128 Hi Gavin, the contents of the packet will be in line with the weight that is stated on the packet. I'm sorry for any disappointment caused.

[Turn 2 | CUSTOMER | @384128 | 2017-10-15 11:20:08] (in reply to 1119446):
@Tesco Maybe you should remove the portion size!! And just say weight? Or even better make sure there's 10 rashers that weigh 300g?

[Turn 3 | TESCO | @Tesco | 2017-10-15 12:56:05] (in reply to 1119443):
@384128 Hi Gavin. I'll be more than happy to forward your complaint onto our supplier for review. Could you DM us a few details? 1/3

[Turn 4 | TESCO | @Tesco | 2017-10-15 12:56:07] (in reply to 1119443):
@384128 Could I get your; name, address, a photo of the product details (barcode and supplier code), and the store where you made the purchase? 2/3

[Turn 5 | TESCO | @Tesco | 2017-10-15 12:56:09] (in reply to 1119443):
@384128 Would it be okay for me to pass your details back to our supplier? Thanks - Chris. 3/3 https://t.co/py5Z991Bme

[Turn 6 | CUSTOMER | @384128 | 2017-10-15 12:58:08] (in reply to 1119444):
@Tesco I'm suggesting that when you look at labelling in future

[Turn 7 | CUSTOMER | @384128 | 2017-10-15 12:59:43] (in reply to 1119444):
@Tesco If it's weight that is most accurate then weigh should be display on front in large lettering and underneath ( about 10 rashers)

[Turn 8 | TESCO | @Tesco | 2017-10-15 15:15:20] (in reply to 1805503):
@384128 Hi Gavin, feedback from customers is important to us, if you provide me with your details we can log this on our system :). - Peter",pricing_promotions_and_vouchers,escalate,requires_pii_or_dm,Bacon pack rasher count/weight labelling complaint,
181,1143314,9,453.2,Clean; Branching,"[Turn 0 | CUSTOMER | @389097 | 2017-10-15 11:32:20] (root):
@Tesco when ru planning to enforce fines in parent &amp; child spaces &amp; u need an age limit as I’ve just seen a parent &amp; teenager in one!

[Turn 1 | TESCO | @Tesco | 2017-10-15 13:22:44] (in reply to 1143314):
@389097 Hi Lucy, can you give me a little more info on the store you visited so I can have this looked into and fed back? - Adan

[Turn 2 | CUSTOMER | @389097 | 2017-10-15 15:14:35] (in reply to 1143312):
@Tesco Bar hill store. In other stores there are signs saying for under 5’s! It’s ridiculous the amount of times I see parents and teenagers 1/2

[Turn 3 | CUSTOMER | @389097 | 2017-10-15 15:15:06] (in reply to 1143312):
@Tesco I thought Tesco were supposed to be enforcing fines now?? 2/2

[Turn 4 | TESCO | @Tesco | 2017-10-15 16:23:39] (in reply to 1143308):
@389097 Hi Lucy, we enforce fines in certain stores, hopefully it'll be introduced in more stores in the future. 1/2

[Turn 5 | TESCO | @Tesco | 2017-10-15 16:23:42] (in reply to 1143308):
@389097 I've also contacted the duty manager and made him aware of your complaint. Hope this gives you some peace of mind :). 2/2

[Turn 6 | CUSTOMER | @389097 | 2017-10-15 16:48:32] (in reply to 1143306):
@Tesco Thank you. Hopefully the fines will roll out across all stores soon. I also think they parked there to protect daddy’s smart new BMW!

[Turn 7 | TESCO | @Tesco | 2017-10-15 19:05:30] (in reply to 1143307):
@389097 Hi Lucy, I would agree that is something that should be implemented across the board and hopefully its something that is done soon. 1/2

[Turn 8 | TESCO | @Tesco | 2017-10-15 19:05:33] (in reply to 1143307):
@389097 Thanks again for getting in contact about this issue and if there is anything else I can help you with please get back in touch. Thanks -Lee",store_experience_and_staff,do_not_escalate,none,Store: Bar Hill; parent & child parking enforcement,
182,166559,9,1416.3,Clean; Branching,"[Turn 0 | CUSTOMER | @154688 | 2017-11-24 19:57:52] (root):
@Tesco once again you are selling wrapping paper that no amount of tape will stick to. I have had the same prolem last year. Please tell me i will be able to get a refund? https://t.co/jUM6ecJTQZ

[Turn 1 | TESCO | @Tesco | 2017-11-24 20:37:50] (in reply to 166559):
@154688 Hi Cat, sorry that sellotape isn't sticking to the wrapping paper you purchased from us. As if wrapping presents wasn't frustrating enough! I'd like to log this feedback internally and refund you via Moneycard. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-24 20:37:52] (in reply to 166559):
@154688 Could you DM me your name, address/email address as well as the barcode on the product packaging along with a picture of your receipt? (showing the numbers at the bottom). Thanks - Peter 2/2

[Turn 3 | CUSTOMER | @154688 | 2017-11-24 20:40:27] (in reply to 166563):
@Tesco I brought 3 rolls, do you require all 3 barcodes?

[Turn 4 | TESCO | @Tesco | 2017-11-24 21:05:30] (in reply to 166564):
@154688 Hi Cat, I'd only need all 3 barcodes if they're 3 different kinds of wrapping paper :). - Peter

[Turn 5 | CUSTOMER | @154688 | 2017-11-25 17:51:17] (in reply to 166557):
@Tesco Information has been Sent over in a PM- thank you

[Turn 6 | TESCO | @Tesco | 2017-11-25 18:42:05] (in reply to 166558):
@154688 Hi Catherine, sorry to be a pain but can you confirm whether you'd prefer your refund through the post or by email? Ty - Reece

[Turn 7 | CUSTOMER | @154688 | 2017-11-25 18:42:47] (in reply to 166560):
@Tesco Email please

[Turn 8 | TESCO | @Tesco | 2017-11-25 19:34:12] (in reply to 166561):
@154688 Hi Catherine, I've now replied to your DM. Ty - Reece",product_quality_and_safety,escalate,refund_or_compensation,Wrapping paper defect; Moneycard offered,
183,1934366,9,1745.2,Clean; Branching,"[Turn 0 | CUSTOMER | @575569 | 2017-10-28 17:15:40] (root):
Just got home from our @Tesco shop and found this in our apples 🤦‍♂️ #badapple

[Turn 1 | TESCO | @Tesco | 2017-10-29 03:38:56] (in reply to 1934366):
@575569 Hi Kevin, thanks for getting in touch, please could you elaborate on what was found in your apples? I am unable to see anything. TY- Hannah.

[Turn 2 | CUSTOMER | @575569 | 2017-10-29 07:59:36] (in reply to 1934364):
@Tesco What was found was a rotten Apple. Couldn't really get a better picture as it was leaking every where 😂

[Turn 3 | CUSTOMER | @575569 | 2017-10-29 08:00:09] (in reply to 1934365):
@Tesco  https://t.co/1qgOYdR7dL

[Turn 4 | TESCO | @Tesco | 2017-10-29 12:47:28] (in reply to 1934367):
@575569 I'll also need products bar code and date are along with them previous details, so I can get this issue logged here internally. 2/3

[Turn 5 | TESCO | @Tesco | 2017-10-29 12:47:28] (in reply to 1934367):
@575569 Hi there Kevin, so sorry to see that you have a bad apple. Can you DM me your full name &amp; address, the store and purchase price.1/3

[Turn 6 | TESCO | @Tesco | 2017-10-29 12:47:31] (in reply to 1934367):
@575569 With your permission I would be able to pass this back onto our supplier too. Thanks, James. 3/3

[Turn 7 | CUSTOMER | @575569 | 2017-10-29 17:40:45] (in reply to 1934370):
@Tesco Should be with you now. Many thanks

[Turn 8 | TESCO | @Tesco | 2017-10-29 22:20:52] (in reply to 1934371):
@575569 I have responded to your DM Kevin. TY - Jayne",product_quality_and_safety,escalate,refund_or_compensation,Rotten apple; refund process,
184,1956356,9,365.9,Clean; Branching,"[Turn 0 | CUSTOMER | @580594 | 2017-10-30 15:16:56] (root):
@Tesco wtf is this I've just merked out of my orange? Good thing I had the knife. https://t.co/NoWFYWgxoC

[Turn 1 | TESCO | @Tesco | 2017-10-30 17:17:44] (in reply to 1956356):
@580594 Hi there, I'm really sorry that you found this in your orange. I can understand your concerns. 1/4

[Turn 2 | TESCO | @Tesco | 2017-10-30 17:17:46] (in reply to 1956356):
@580594 Would you be able to return the product to the any of our Extra/Super/Metro store and they will log this for you and give you a refund. 2/4

[Turn 3 | TESCO | @Tesco | 2017-10-30 17:17:48] (in reply to 1956356):
@580594 Can I also ask for your full name, address, a clear photo of the product barcode and the supplier code so I can log this on my end. 3/4

[Turn 4 | TESCO | @Tesco | 2017-10-30 17:17:50] (in reply to 1956356):
@580594 Look forward to hearing back from you. Thanks - Mark 4/4

[Turn 5 | CUSTOMER | @580594 | 2017-10-30 19:01:55] (in reply to 1956358):
@Tesco Sorry, I feared some form of Alien alternate timeline and purged it with a welder at work.

[Turn 6 | CUSTOMER | @580594 | 2017-10-30 19:02:22] (in reply to 1956358):
@Tesco The black stuff may have looked like off spinach but there were little pods. Not taking chances.

[Turn 7 | CUSTOMER | @580594 | 2017-10-30 19:02:44] (in reply to 1956354):
@Tesco I can send this though

[Turn 8 | TESCO | @Tesco | 2017-10-30 21:22:48] (in reply to 1956355):
@580594 Hi there, If you can return to one of our stores mentioned previously, they can have it investigated further, Ty, Andy",product_quality_and_safety,escalate,product_safety_investigation,Foreign object found in orange,
185,1999399,9,48048.0,Clean; Branching,"[Turn 0 | CUSTOMER | @591185 | 2017-09-30 14:16:24] (root):
@Tesco The SNES Mini Classic console I ordered online arrived yesterday, thanks! But why is it £79.99 when @146184 is selling it £69.99?

[Turn 1 | TESCO | @Tesco | 2017-09-30 17:35:14] (in reply to 1999399):
@591185 Hi Christine! Sorry to hear there's a price difference here. We regularly check pricing so we can match or beat competitive pricing. 1/2

[Turn 2 | CUSTOMER | @591185 | 2017-09-30 17:43:43] (in reply to 1999397):
@Tesco Thanks, if the price does go down will the refund be automatic or do I need to contact you in a particular way?

[Turn 3 | TESCO | @Tesco | 2017-10-01 01:56:44] (in reply to 1999398):
@591185 With pre-orders the prices is refunded automatically :) - Mart

[Turn 4 | CUSTOMER | @591185 | 2017-11-02 20:30:48] (in reply to 1999400):
@Tesco Hi, if serious about price matching, a goodwill offer of credit/voucher would be nice 😊. Your price still £79.99 while @146184 is £69.99

[Turn 5 | TESCO | @Tesco | 2017-11-02 21:16:19] (in reply to 1999401):
@591185 Hi Christine, we don't price match. The refund would be if the item we sold dropped price by us after you had purchased it. - Ceri

[Turn 6 | CUSTOMER | @591185 | 2017-11-02 21:22:11] (in reply to 1999402):
@Tesco Reply on 30/09/17 in this thread from you seems to say otherwise, “match or beat competitive pricing”. A gesture would be nice, that’s all.

[Turn 7 | TESCO | @Tesco | 2017-11-02 23:04:22] (in reply to 1999403):
@591185 Hi, I'm sorry that this has been misinterpreted. While we check prices of competitors, we don't price match with other companies. 1/2

[Turn 8 | TESCO | @Tesco | 2017-11-02 23:04:23] (in reply to 1999403):
@591185 When we check there prices we would try to beat or match our competitors when we can. We have no price matching policy. TY - Andy  2/2",pricing_promotions_and_vouchers,do_not_escalate,none,"Price match dispute vs competitor, SNES console",
186,691333,9,3316.2,Clean; Branching,"[Turn 0 | CUSTOMER | @285195 | 2017-10-22 11:11:03] (root):
@Tesco how on earth do I remove these currently unavailable items from my basket? Won’t let me do anything with them 🤔 https://t.co/QyGQj2GTGK

[Turn 1 | TESCO | @Tesco | 2017-10-22 21:16:48] (in reply to 691333):
@285195 Sorry for the late reply Vici. Were you able to remove them from the basket? - Danny

[Turn 2 | CUSTOMER | @285195 | 2017-10-24 16:21:52] (in reply to 691331):
@Tesco Nope, they’re still there 🤷🏻‍♀️. Tried swiping across them, nothing. Tried holding down on them, nothing. Just tapping, nothing. https://t.co/2nUF9RP5hv

[Turn 3 | TESCO | @Tesco | 2017-10-24 17:24:12] (in reply to 691332):
@285195 Hey Vici, this is strange, can I ask what device you are using? have you tried checking out with them in your basket? 1/2

[Turn 4 | TESCO | @Tesco | 2017-10-24 17:24:16] (in reply to 691332):
@285195 Can I ask you to log out, clear your cache &amp; cookies, log back in and try again? let me know if this helps. TY - Chris

[Turn 5 | CUSTOMER | @285195 | 2017-10-24 17:28:14] (in reply to 691334):
@Tesco iPhone 5s, latest iOS. Logging out and back in again hasn’t worked. Not tried checking out yet as not finished lol.

[Turn 6 | TESCO | @Tesco | 2017-10-24 18:27:12] (in reply to 691336):
@285195 Hey Vici, so it seems to me like there may be a glitch and I am wondering if they will disappear when you check out. 1/3

[Turn 7 | TESCO | @Tesco | 2017-10-24 18:27:14] (in reply to 691336):
@285195 Can you give this a try? You can still go back in and amend your order afterwards, the system should remove these when you checkout. 2/3

[Turn 8 | TESCO | @Tesco | 2017-10-24 18:27:17] (in reply to 691336):
@285195 If you would rather wait until your ready to checkout then give me a shout then and I can look at the order at my end. TY - Chris",website_and_app_technical,do_not_escalate,none,Unable to remove unavailable items from basket,
187,1406754,10,774.4,Clean; Branching,"[Turn 0 | CUSTOMER | @446978 | 2017-10-28 17:46:38] (root):
@Tesco you shouldnt allow your staff to wear fancy dress if they can't take a joke - never expect to be sworn at by a member of your staff!

[Turn 1 | TESCO | @Tesco | 2017-10-28 18:50:03] (in reply to 1406754):
@446978 Hi Erin, I'm sorry to hear there's been an incident with a colleague in store, it's very concerning to learn. Can you please elaborate? 1/2

[Turn 2 | CUSTOMER | @446978 | 2017-10-28 18:54:26] (in reply to 1406755):
@Tesco You had a colleague with fake cuts on her face. A joke was made to be careful shaving, she took offence &amp; told us we shouldn't take the piss

[Turn 3 | TESCO | @Tesco | 2017-10-28 18:55:02] (in reply to 1406754):
@446978 Which store was this? What happened? Do you have a name or description of the colleague? Ty - Clare 2/2

[Turn 4 | CUSTOMER | @446978 | 2017-10-28 18:59:40] (in reply to 1406755):
@Tesco TowerPark Poole Store. Didn't notice her name but Till 19 at 5.31pm

[Turn 5 | CUSTOMER | @446978 | 2017-10-28 19:02:01] (in reply to 1406755):
@Tesco We apologised &amp; said it was a joke but were just told because we were older than her we shouldn't of taken the piss.

[Turn 6 | CUSTOMER | @446978 | 2017-10-28 19:02:53] (in reply to 1406755):
@Tesco Not sure what our age had to do with it and didn't appreciate being spoken to the way she did!

[Turn 7 | TESCO | @Tesco | 2017-10-28 19:29:43] (in reply to 1932334):
@446978 Hi Erin, I called the store to pass this on, I was told it had already been reported to management, can you confirm you reported this? -Nick

[Turn 8 | CUSTOMER | @446978 | 2017-10-28 19:31:32] (in reply to 1932335):
@Tesco We spoke to someone at the kiosk, we didn't speak to management personally -
Glad to here it was passed on.

[Turn 9 | TESCO | @Tesco | 2017-10-29 06:40:59] (in reply to 1932336):
@446978 Please be assured the Store Management Team are personally aware, Erin, and are grateful for your feedback :) Thanks for your time! - Mat",store_experience_and_staff,escalate,formal_complaint,Store: TowerPark Poole; colleague conduct dispute,
188,1458228,10,90.1,Clean; Branching,"[Turn 0 | CUSTOMER | @173271 | 2017-11-02 19:00:11] (root):
When you and the @tesco SM advisor have a sweet tooth.. https://t.co/3HJg6F22R2

[Turn 1 | TESCO | @Tesco | 2017-11-02 19:39:52] (in reply to 1458228):
@173271 Hi Jasmine, thanks for the shout. I'm really sorry but neither of these stores stock this product or any ready made cookie dough. 1/5

[Turn 2 | TESCO | @Tesco | 2017-11-02 19:39:55] (in reply to 1458228):
@173271 I would really like to help further so I have quickly looked up recipes for cookie dough through google.2/5

[Turn 3 | TESCO | @Tesco | 2017-11-02 19:39:57] (in reply to 1458228):
@173271 There are a few nice sounding ones but unfortunately I'm unable to provide any external links on here. 3/5

[Turn 4 | TESCO | @Tesco | 2017-11-02 19:40:00] (in reply to 1458228):
@173271 Was just a suggestion anyway. I hope that you manage to get your fix. 4/5

[Turn 5 | TESCO | @Tesco | 2017-11-02 19:40:04] (in reply to 1458228):
@173271 I can see some midnight baking happening at the Andy household this evening :) Have a wonderful night. TY - Andy S 5/5

[Turn 6 | CUSTOMER | @173271 | 2017-11-02 19:42:29] (in reply to 1458227):
@Tesco I know how to make it, I just couldn’t be bothered haha convenience is my middle name

[Turn 7 | TESCO | @Tesco | 2017-11-02 19:46:13] (in reply to 1458226):
@173271 I'm sorry we were not able to help you on this occasion. Happy baking though :) Jayne

[Turn 8 | CUSTOMER | @173271 | 2017-11-02 19:59:32] (in reply to 1458225):
@Tesco Found some 🎉🎉🎉 https://t.co/J3iDPsqbBU

[Turn 9 | TESCO | @Tesco | 2017-11-02 20:30:16] (in reply to 1458224):
@173271 wooo :) I'm so happy you got some! I hope you enjoy it - Megan",stock_and_availability,do_not_escalate,none,Cookie dough product availability query,
189,443366,10,306.9,Clean; Branching,"[Turn 0 | CUSTOMER | @220053 | 2017-11-22 08:11:49] (root):
,@Tesco hello. I want to buy organic fruit and veg that isn't packaged in single use non-recyclable plastic that's polluting our planet. Why do I have to choose between the two? Either pollute my body or the planet? I'm cross. Please sort this problem out forthwith.

[Turn 1 | TESCO | @Tesco | 2017-11-22 09:28:03] (in reply to 443366):
@220053 HI, I am sorry that you are unable to buy organic fruit and veg without packaging. Packaging is vital to protect food and reduce food waste. 1/3

[Turn 2 | TESCO | @Tesco | 2017-11-22 09:28:07] (in reply to 443366):
@220053 We have worked hard to ensure that the materials we use are the right materials to protect the food we sell. Since 2007 we've reduced packaging by 37% on loose and packaged food. 2/3

[Turn 3 | TESCO | @Tesco | 2017-11-22 09:28:10] (in reply to 443366):
@220053 I would like to log your feedback, to do this can you DM us your name and address inc postcode? Many thanks – Amanda 3/3

[Turn 4 | CUSTOMER | @220053 | 2017-11-22 11:26:54] (in reply to 443368):
@Tesco Thank you for your reply Amanda ☺. If that's the case why is it okay to not protect non-organic fruit and veg? I.E for it not to be wrapped in plastic.

[Turn 5 | CUSTOMER | @220053 | 2017-11-22 11:29:28] (in reply to 443367):
@Tesco It's good that you're working to reduce packaging, but it's not yet enough. Tesco hold so much clout that you could force suppliers to reduce packaging, or switch to compostible options.

[Turn 6 | CUSTOMER | @220053 | 2017-11-22 11:30:57] (in reply to 443368):
@Tesco Like a politician you really have avoided the original question here. Why can't I buy organic fruit and veg that is loose, without packaging?

[Turn 7 | TESCO | @Tesco | 2017-11-22 11:55:35] (in reply to 443372):
@220053 Hi, as my colleague mentioned, the packaging is to prolong a products life, to help prevent food waste. However, I've passed your feedback on for internal review and hopefully, we'll have a suitable resolution for this concern soon. Andrea

[Turn 8 | CUSTOMER | @220053 | 2017-11-22 13:16:13] (in reply to 443373):
@Tesco Thank you Andrea - but if that were the case then you wouldn't be selling loose non-organic fruit and veg. I don't need an insufficient answer repeated at me thank you, I read it the first time. Poor show Tesco.

[Turn 9 | TESCO | @Tesco | 2017-11-22 13:18:40] (in reply to 443374):
@220053 We have logged your feedback and desire to see organic fruit and vegetables available with different or no packaging. Whilst we can't guarantee it will result in the change you wish to see, it may go some way in helping. Thanks - Paige",general_feedback_and_chitchat,escalate,requires_pii_or_dm,Organic produce plastic packaging concern,
190,120342,11,2278.7,Clean; Branching,"[Turn 0 | CUSTOMER | @142722 | 2017-11-22 09:03:33] (root):
@Tesco cannot believe it went to buy 2 sofas, tried me to checkout gave an error message, went back in an low and behold the price had increased by £100, don't trust them

[Turn 1 | TESCO | @Tesco | 2017-11-22 11:52:57] (in reply to 120342):
@142722 Hi Colin, I really do apologise about this I can appreciate how annoying this must have been for you, if the Sofa's have been in your basket for a few days this is why it showed the lower price and then went up when trying to reorder Sheryl

[Turn 2 | CUSTOMER | @142722 | 2017-11-22 13:03:36] (in reply to 120341):
@Tesco No i had just clicked the link, I can't believe you have the audacity to increase the price by £100 and then say you were getting 60% off, it's nothing but daylight robbery, I am going to ombudsman.

[Turn 3 | TESCO | @Tesco | 2017-11-22 13:39:38] (in reply to 120340):
@142722 Hi Colin, you are always ensure the prices on our website are up to date. Please ensure you refresh the page or clear you browser's cache &amp; cookies. This way, old prices shouldn't come up in the results. Thanks - Luciano

[Turn 4 | CUSTOMER | @142722 | 2017-11-22 15:20:02] (in reply to 120339):
@Tesco Again your not listening, not old cookies, set up new account today and you did this, thankyou for all the standard excuses. You don't care about customers, just profits.

[Turn 5 | TESCO | @Tesco | 2017-11-22 16:21:55] (in reply to 120338):
@142722 Hi Colin, please can you confirm the catalogue number for the item that you were looking to purchase? I'll ask my colleagues to provide a price history for the item. - Phil.

[Turn 6 | CUSTOMER | @142722 | 2017-11-22 17:21:14] (in reply to 120336):
@Tesco  https://t.co/B18btJ6Hk7

[Turn 7 | CUSTOMER | @142722 | 2017-11-22 17:22:06] (in reply to 120336):
@Tesco That was the item when I went to checkout the price increased by £100

[Turn 8 | TESCO | @Tesco | 2017-11-22 18:12:26] (in reply to 120333):
@142722 Hi Colin, thanks for sending us the photo. I've forwarded this onto our support team to ask for the price history and we'll be back in touch shortly to advise. Best wishes. Mike

[Turn 9 | TESCO | @Tesco | 2017-11-23 23:02:12] (in reply to 120333):
@142722 Hi Colin, thanks for your patience. I've asked the partner for a pricing history and there doesn't seem to be a price increase of £100. 1/2

[Turn 10 | TESCO | @Tesco | 2017-11-23 23:02:15] (in reply to 120333):
@142722 It may be an issue with the cache &amp; cookies on your browser. If there's anything else that I can assist with then please get back in touch. Many thanks - Andy S 2/2",website_and_app_technical,do_not_escalate,none,Tesco Direct sofa price increase at checkout,
191,1558186,12,2438.9,Clean; Branching,"[Turn 0 | CUSTOMER | @479643 | 2017-11-04 07:43:28] (root):
I have DM you, but no one is responding.. the delivery is now almost 12 hours late. 10 hungry kids, 8 angry adults. Holiday compromised! https://t.co/zgPayO9T0x

[Turn 1 | CUSTOMER | @479643 | 2017-11-04 07:51:30] (in reply to 1558186):
Is anybody from @Tesco awake yet? We are- we’re all hungry.... @123088 https://t.co/sYLIcQvn2t

[Turn 2 | CUSTOMER | @479643 | 2017-11-04 08:02:03] (in reply to 1558185):
@Tesco @123088 So finally we get an offer of a full refund... but we’re still here in the middle of nowhere with no food! This is ridiculous!

[Turn 3 | TESCO | @Tesco | 2017-11-04 08:35:21] (in reply to 1558184):
@479643 Hello James, I'm sorry you didn't receive your grocery order. Please DM your name, address and email. I'll find out what happened. - Nat

[Turn 4 | CUSTOMER | @479643 | 2017-11-04 09:18:25] (in reply to 1558183):
@Tesco I’ve DM’ed you twice now.. still no good! Apparently the order has now been cancelled &amp; the next available slot is 9pm tonight! Thks @Tesco

[Turn 5 | TESCO | @Tesco | 2017-11-04 12:57:16] (in reply to 1558177):
@479643 Hi James, I can see that you are dealing with one of my colleagues via DM and he is awaiting your response. Thanks - Craig

[Turn 6 | CUSTOMER | @479643 | 2017-11-04 13:16:00] (in reply to 1558175):
@Tesco Not true Craig. Your colleague told me he’s happy with the situation and isn’t prepared to do any more to resolve. Very disappointing

[Turn 7 | TESCO | @Tesco | 2017-11-05 00:33:57] (in reply to 1558176):
@479643 I can see that my colleague has advised you of what has happened. If you need anything else then let me know. - Mart

[Turn 8 | CUSTOMER | @479643 | 2017-11-05 16:13:58] (in reply to 1558178):
@Tesco Thanks Mart, I would like to find a solution to the frustration and stress caused by the non-delivery of our groceries. Can you help?

[Turn 9 | TESCO | @Tesco | 2017-11-05 23:43:32] (in reply to 1558179):
@479643 Hi James, thank you for getting back to us, I can see that my colleague issued a £35.00 refund on the 03.11.2017 1/3

[Turn 10 | TESCO | @Tesco | 2017-11-05 23:43:37] (in reply to 1558179):
@479643 This will be in your bank account within 3-5 working days. We've also logged this issue for review by our Dotcom team. 2/3

[Turn 11 | TESCO | @Tesco | 2017-11-06 00:22:24] (in reply to 1558179):
@479643 If there is anything else I can help you with, please let me know. Kindest regards- Hannah. 3/3",delivery_and_orders,escalate,refund_or_compensation,Grocery delivery ~12 hours late; refund issued,
